"likesCount","timestamp","commentsCount","videoViewCount","videoDuration"
"1190578","2016-03-07T15:02:31.000Z","9150","9634163","15.015"
"1164511","2016-02-17T16:32:40.000Z","12479","11688082","14.047"
"1153883","2016-03-21T12:01:42.000Z","62164",,
"1222271","2016-02-26T14:11:19.000Z","7991","9681133","14.948"
"1026281","2016-03-17T13:28:13.000Z","5814","11696212","6.606"
"1139880","2016-02-20T13:17:20.000Z","7176","10686537","11.945"
"1352495","2016-04-01T08:09:38.000Z","75973","10061234","14.981"
"1074557","2016-03-16T17:14:09.000Z","7817","9492293","10.043"
"3208726","2016-02-14T14:40:58.000Z","33900","12522991","14.981"
"993059","2016-02-07T20:16:07.000Z","4260","10276457","7.507"
"1048329","2016-01-30T19:50:41.000Z","7467","9651593","11.578"
"1015223","2016-01-13T16:54:26.000Z","2684",,
"1203951","2016-02-08T17:00:06.000Z","12090","10172262","0"
"1128116","2016-01-23T15:40:42.000Z","7215","9844321","0"
"1115901","2016-01-28T14:12:52.000Z","13069","9028512","0"
"1215808","2016-01-09T19:04:05.000Z","25009","12322650","8.641"
"1042915","2016-02-29T12:23:46.000Z","5006","9190828","14.981"
"1155633","2016-01-12T12:49:20.000Z","10858","9591952","0"
"971318","2016-03-22T14:11:41.000Z","5688","9375091","14.981"
"1864594","2016-02-11T18:38:43.000Z","23911","9448002","10.41"
"1202882","2016-01-16T14:59:07.000Z","16215","10041756","0"
"1264232","2016-01-19T14:01:11.000Z","21648","9602427","0"
"1242550","2015-12-18T14:57:30.000Z","17391","9785428","15.048"
"1299259","2016-01-01T04:21:23.000Z","8631","9800938","14.481"
"1053789","2016-01-05T12:09:55.000Z","22184","9607560","7.741"
"1189004","2015-12-21T18:49:21.000Z","20563","9917437","13.88"
"1171665","2015-12-26T16:23:52.000Z","13613","10278553","14.114"
"1243056","2015-12-12T14:30:04.000Z","24598","13177661","14.214"
"1055172","2015-12-10T14:05:00.000Z","11296","9202057","12.312"
"1066389","2015-12-24T08:47:49.000Z","9103","9745756","12.812"
"1246307","2015-12-30T20:01:47.000Z","26223","11823358","13.58"
"1082534","2016-01-07T13:00:52.000Z","15862","10333566","0"
"1143774","2015-10-31T23:43:19.000Z","6997","0","14.147"
"1102433","2015-11-11T14:06:08.000Z","26009","0","10.243"
"994971","2015-11-19T07:04:05.000Z","8296","0","8.441"
"995073","2015-11-09T13:47:49.000Z","8760","0","12.278"
"919105","2015-11-05T16:39:31.000Z","3714","0","15.015"
"1486328","2015-12-17T00:56:42.000Z","22170","18967912","15.015"
"1038792","2015-11-17T14:10:45.000Z","8677","0","5.805"
"1031639","2015-11-14T13:56:34.000Z","12381","0","14.981"
"1099506","2015-12-07T14:07:14.000Z","11197","8045976","0"
"933193","2015-10-31T17:24:28.000Z","7437","0","14.981"
"971877","2015-12-01T13:56:17.000Z","11200","8880493","9.642"
"842012","2015-10-13T07:09:45.000Z","21041","0","9.009"
"907377","2015-10-29T14:59:09.000Z","7157","0","12.445"
"841459","2015-10-04T17:36:14.000Z","28195","0","8.508"
"975978","2015-10-08T13:29:28.000Z","39469","0","8.908"
"833348","2015-11-04T16:04:56.000Z","8845","0","14.981"
"986724","2015-11-22T13:56:37.000Z","8007","9025154","11.077"
"965860","2015-12-09T14:09:56.000Z","7782","8201905","10.977"
"905167","2015-10-30T12:45:44.000Z","5955","0","15.015"
"996397","2015-10-21T14:56:18.000Z","13657","0","15.015"
"2799935","2015-10-23T15:10:31.000Z","14527","0","13.947"
"936037","2015-10-10T13:52:48.000Z","12596","0","14.981"
"901459","2015-10-20T15:02:10.000Z","10473","0","15.015"
"858435","2015-09-26T17:02:42.000Z","12156","0","14.08"
"836609","2015-09-22T12:39:45.000Z","8147","0","14.748"
"769490","2015-09-09T12:02:26.000Z","10634","0","6.673"
"810252","2015-09-30T12:05:13.000Z","6406","0","13.947"
"742485","2015-09-23T20:36:14.000Z","5549","0","13.78"
"827153","2015-09-13T13:06:39.000Z","8228","0","13.58"
"873683","2015-08-26T18:46:02.000Z","10978","0","13.98"
"871140","2015-09-01T13:23:39.000Z","11628","0","15.015"
"941206","2015-09-05T14:17:33.000Z","43739","0","9.442"
"808284","2015-09-24T16:19:32.000Z","5139","0","10.877"
"846221","2015-09-28T18:41:15.000Z","16280","0","9.642"
"817135","2015-10-27T21:12:21.000Z","7393","0","12.645"
"931711","2015-07-09T17:09:35.000Z","6816","0","15.015"
"885313","2015-07-17T17:54:31.000Z","22122","0","15.015"
"840458","2015-07-02T14:59:34.000Z","12002","0","8.541"
"716147","2015-08-20T03:25:59.000Z","11143","0","6.74"
"779034","2015-08-13T15:45:22.000Z","8800","0","7.107"
"677707","2015-07-13T12:59:31.000Z","2126",,
"792620","2015-08-25T15:00:46.000Z","14386","0","10.143"
"846733","2015-09-03T13:10:20.000Z","7940","0","9.976"
"875459","2015-08-04T06:01:11.000Z","37764","0","6.773"
"858165","2015-07-22T18:44:50.000Z","21351","0","7.374"
"781000","2015-07-26T17:19:16.000Z","24274","0","8.174"
"864369","2015-08-17T12:41:00.000Z","21650","0","8.408"
"746458","2015-06-24T17:07:31.000Z","5126","0","11.544"
"913276","2015-10-18T13:53:17.000Z","16406","0","11.144"
"832984","2015-05-31T13:03:27.000Z","36290","0","12.979"
"900053","2015-07-27T16:17:42.000Z","15894","0","10.577"
"875030","2015-06-01T11:30:55.000Z","23632","0","6.039"
"854398","2015-06-19T13:09:18.000Z","8459","0","12.178"
"739266","2015-06-18T05:29:06.000Z","13030","0","9.242"
"700792","2015-06-13T12:58:47.000Z","13117","0","8.942"
"797058","2015-06-16T14:16:50.000Z","11282","0","8.541"
"548700","2015-06-26T15:29:37.000Z","1155",,
"2535528","2015-06-20T15:13:18.000Z","17687","0","15.015"
"706129","2015-05-29T05:10:05.000Z","11361","0","9.776"
"621486","2015-05-20T12:35:46.000Z","2045",,
"390774","2015-05-06T21:56:11.000Z","440",,
"584306","2015-05-28T03:12:43.000Z","1964",,
"736190","2015-05-06T06:12:12.000Z","65001","0","6.639"
"847042","2015-05-28T13:53:58.000Z","31385","0","13.146"
"798513","2015-05-21T12:33:20.000Z","40659","0","11.044"
"745556","2015-05-18T19:06:26.000Z","4198","0","7.841"
"472212","2015-05-15T19:00:55.000Z","1094",,
"592925","2015-05-08T13:09:52.000Z","4283","0","11.544"
"791456","2015-10-07T13:33:43.000Z","10105","0","12.545"
"786319","2015-06-28T19:18:59.000Z","19253","0","7.974"
"1035913","2015-06-29T13:12:24.000Z","17843","0","15.015"
"706201","2015-05-12T15:05:34.000Z","5635","0","13.546"
"672958","2015-05-05T22:09:39.000Z","5881","0","15.015"
"729694","2015-06-05T13:57:20.000Z","11887","0","7.841"
"2165658","2015-04-18T14:22:03.000Z","23483","0","11.778"
"669669","2015-04-25T14:11:28.000Z","16119","0","10.11"
"645221","2015-04-13T15:14:46.000Z","19949","0","6.206"
"590806","2015-04-16T12:05:18.000Z","3007",,
"719916","2015-04-10T12:36:43.000Z","22693","0","13.847"
"653066","2015-05-04T12:18:08.000Z","20565","0","14.948"
"827276","2015-04-22T16:07:49.000Z","54285","0","14.547"
"449844","2015-04-11T18:06:24.000Z","4224",,
"684377","2015-04-30T23:13:34.000Z","7615","0","13.079"
"726603","2015-03-31T19:36:54.000Z","25014","0","11.644"
"427871","2015-03-24T04:13:06.000Z","1230",,
"1744673","2015-03-30T05:49:57.000Z","12252","0","13.079"
"369125","2015-03-14T17:56:52.000Z","12780",,
"633081","2015-03-27T12:34:48.000Z","18506","0","6.973"
"426195","2015-03-07T21:12:42.000Z","1667",,
"527502","2015-03-20T12:56:47.000Z","8406",,
"626267","2015-04-13T17:35:46.000Z","3301","0","14.18"
"599901","2015-03-08T16:51:42.000Z","16792","0","9.909"
"447886","2015-03-13T13:29:34.000Z","2543",,
"575884","2015-04-04T12:09:55.000Z","16626","0","7.54"
"669022","2015-03-22T16:10:16.000Z","32015","0","7.64"
"630186","2015-03-05T15:01:16.000Z","22706","0","11.711"
"450111","2015-03-11T17:45:58.000Z","2404",,
"570210","2015-02-13T00:49:26.000Z","10086","0","13.88"
"729151","2015-02-22T06:19:07.000Z","9235","0","11.478"
"503391","2015-02-26T17:18:24.000Z","2766","0","11.411"
"378811","2015-02-22T22:32:45.000Z","683",,
"528777","2015-03-03T05:16:49.000Z","10135","0","6.406"
"1669075","2015-02-14T13:05:44.000Z","15232","0","14.848"
"431229","2015-02-20T19:04:05.000Z","1758",,
"604433","2015-02-18T16:51:55.000Z","42619","0","15.015"
"371168","2015-02-25T19:44:14.000Z","1339",,
"549430","2015-02-28T19:43:10.000Z","5409","0","9.876"
"535339","2015-02-24T15:32:54.000Z","4499","0","13.413"
"300102","2015-01-22T19:30:45.000Z","919",,
"446733","2015-01-21T02:56:12.000Z","6325","0","8.908"
"768060","2015-04-03T12:31:43.000Z","35267","0","11.111"
"480941","2015-01-29T23:14:07.000Z","3209",,
"567984","2015-02-23T01:28:58.000Z","4716","0","7.707"
"388719","2015-02-05T13:05:33.000Z","3468",,
"301532","2015-01-28T03:19:27.000Z","1068",,
"462204","2015-01-23T17:34:57.000Z","3636","0","11.711"
"364786","2015-02-04T17:52:37.000Z","2275",,
"422596","2015-02-08T13:04:24.000Z","2153",,
"512602","2015-01-24T15:36:57.000Z","9980","0","14.981"
"572361","2015-02-11T13:58:07.000Z","14414","0","8.541"
"244601","2014-12-26T07:47:08.000Z","758",,
"467377","2015-01-03T16:55:41.000Z","10490","0","7.64"
"424979","2015-01-08T05:15:53.000Z","20561","0","7.941"
"507701","2015-01-13T21:10:20.000Z","9662","0","14.881"
"499760","2015-01-17T03:55:32.000Z","13669","0","7.841"
"250145","2014-12-28T21:08:09.000Z","1362",,
"425926","2014-12-30T08:15:49.000Z","6141","0","13.847"
"464227","2015-01-05T17:37:33.000Z","8283","0","14.214"
"495589","2015-01-15T03:44:41.000Z","14319","0","14.981"
"411186","2014-12-28T23:32:38.000Z","8974",,
"451556","2015-01-10T06:46:54.000Z","9434","0","6.606"
"411482","2015-01-25T13:34:35.000Z","8334",,
"299297","2015-01-15T20:59:08.000Z","1232",,
"315258","2014-12-19T16:02:10.000Z","3836","0","6.473"
"376215","2014-12-13T16:09:00.000Z","5532","0","6.94"
"364568","2014-12-13T23:06:29.000Z","2741",,
"403965","2014-12-18T16:33:13.000Z","6689","0","14.981"
"216753","2014-12-23T18:18:00.000Z","792",,
"396011","2014-12-21T06:09:49.000Z","12683","0","7.173"
"338946","2014-12-11T18:22:20.000Z","2302","0","6.94"
"424063","2014-12-25T00:04:41.000Z","4993","0","8.975"
"401907","2014-12-22T03:43:09.000Z","7838","0","6.639"
"382659","2014-12-24T16:21:49.000Z","12070","0","11.044"
"1135547","2015-01-31T13:04:10.000Z","23363","0","13.646"
"335937","2014-12-25T14:34:24.000Z","936",,
"367232","2014-12-05T20:04:04.000Z","5910",,
"389240","2014-11-27T02:13:02.000Z","9092","0","6.74"
"384799","2014-12-02T18:07:22.000Z","4402","0","12.545"
"369947","2014-11-28T08:19:29.000Z","8773","0","6.639"
"234294","2014-11-28T16:04:11.000Z","2000",,
"355272","2014-12-04T08:39:46.000Z","2751","0","7.04"
"465693","2014-12-09T18:41:17.000Z","20975","0","14.848"
"360223","2014-11-29T15:10:23.000Z","11698","0","9.576"
"309297","2014-11-30T17:02:48.000Z","2553","0","9.142"
"231005","2014-12-01T16:20:50.000Z","1620",,
"273116","2014-12-07T23:04:53.000Z","5673",,
"1302624","2014-12-06T17:22:26.000Z","11069","0","12.846"
"500088","2014-11-24T17:11:57.000Z","34671","0","13.246"
"246811","2014-11-16T01:47:02.000Z","2391",,
"328732","2014-11-15T20:36:41.000Z","2884","0","14.981"
"308743","2014-11-13T19:01:37.000Z","5271","0","14.681"
"370064","2014-11-21T01:49:16.000Z","24738","0","14.848"
"178731","2014-11-23T18:26:35.000Z","443",,
"338206","2014-11-22T08:02:48.000Z","6650","0","6.806"
"297144","2014-11-15T08:17:21.000Z","3319","0","6.84"
"227710","2014-11-14T20:20:38.000Z","1322",,
"327590","2014-11-16T18:15:39.000Z","5922","0","7.007"
"434701","2014-12-16T16:26:59.000Z","13672","0","14.814"
"292259","2014-11-13T06:12:04.000Z","4009","0","6.906"
"277575","2014-11-08T23:19:41.000Z","2757","0","9.109"
"330877","2014-11-10T21:35:39.000Z","18411","0","11.311"
"223195","2014-11-11T23:50:21.000Z","1298",,
"350547","2014-11-03T04:42:40.000Z","11653","0","10.41"
"261614","2014-11-03T17:48:59.000Z","1607","0","8.508"
"233403","2014-11-08T06:19:24.000Z","4327","0","6.506"
"359595","2014-11-01T18:17:48.000Z","12352","0","12.045"
"170148","2014-11-02T23:06:37.000Z","1911",,
"236072","2014-11-18T17:54:46.000Z","2002",,
"179330","2014-11-09T22:52:47.000Z","703",,
"920275","2014-10-13T15:14:49.000Z","10699","0","13.146"
"298306","2014-10-29T13:11:45.000Z","4992","0","7.04"
"141455","2014-10-23T02:27:11.000Z","389",,
"265386","2014-10-30T13:39:07.000Z","3612","0","7.741"
"293640","2014-10-31T14:25:55.000Z","4834","0","13.013"
"301460","2014-10-25T13:18:49.000Z","3405","0","8.975"
"155543","2014-10-24T16:38:02.000Z","390",,
"154825","2014-10-28T19:42:51.000Z","552",,
"217371","2014-10-29T02:42:26.000Z","853",,
"214507","2014-11-05T10:28:19.000Z","13371",,
"148519","2014-10-08T14:49:31.000Z","4695",,
"163305","2014-10-07T16:27:44.000Z","930",,
"129188","2014-09-30T21:31:45.000Z","438",,
"339275","2014-10-08T17:43:57.000Z","11851","0","0"
"165539","2014-09-26T17:02:01.000Z","872",,
"142266","2014-10-12T20:11:18.000Z","792",,
"339838","2014-10-11T18:38:05.000Z","17850","0","15.015"
"276263","2014-10-10T03:51:48.000Z","4922","0","0"
"270155","2014-09-28T13:55:36.000Z","4056","0","0"
"296377","2014-10-06T04:09:08.000Z","3356","0","0"
"194243","2014-10-29T22:31:02.000Z","955",,
"163244","2014-10-09T19:59:42.000Z","1026",,
"169267","2014-10-19T21:52:42.000Z","1018",,
"138296","2014-09-24T14:18:33.000Z","667",,
"252278","2014-09-13T05:04:39.000Z","5617","0","0"
"150965","2014-09-11T20:15:42.000Z","775",,
"128292","2014-09-19T03:04:02.000Z","504",,
"123428","2014-09-18T00:06:32.000Z","513",,
"289089","2014-09-15T17:50:26.000Z","6578","0","0"
"142507","2014-09-11T14:23:48.000Z","870",,
"286452","2014-09-21T19:31:45.000Z","7709","0","0"
"146987","2014-09-17T21:25:31.000Z","1741",,
"156993","2014-09-13T18:01:52.000Z","475",,
"148615","2014-10-04T03:25:09.000Z","596",,
"127540","2014-09-10T14:55:00.000Z","6605",,
"211225","2014-09-08T13:53:09.000Z","1647","0","0"
"305393","2014-09-10T04:51:25.000Z","7130","0","0"
"149209","2014-09-16T21:50:15.000Z","805",,
"258586","2014-09-02T22:30:59.000Z","11372","0","0"
"133188","2014-09-08T21:09:31.000Z","734",,
"144509","2014-09-07T03:50:19.000Z","906",,
"169777","2014-09-05T13:43:47.000Z","1461",,
"224478","2014-09-05T06:12:43.000Z","3161","0","0"
"113150","2014-08-31T19:26:51.000Z","835",,
"126864","2014-09-03T21:55:52.000Z","565",,
"107981","2014-09-04T21:40:36.000Z","281",,
"282275","2014-09-01T04:21:19.000Z","5429","0","0"
"139322","2014-08-30T18:55:20.000Z","492",,
"272379","2014-11-02T06:40:24.000Z","4467","0","5.605"
"182344","2014-08-25T18:32:29.000Z","2651","0","0"
"236905","2014-08-25T03:22:04.000Z","11968","0","0"
"171878","2014-11-06T10:26:43.000Z","1947",,
"326286","2014-10-15T00:51:58.000Z","9432","0","13.179"
"138822","2014-08-29T00:32:20.000Z","739",,
"244321","2014-08-27T05:25:40.000Z","3972","0","0"
"152737","2014-08-25T00:17:49.000Z","3665",,
"229638","2014-08-26T06:31:13.000Z","6436","0","0"
"117651","2014-08-28T07:06:24.000Z","431",,
"140135","2014-08-26T02:50:51.000Z","735",,
"109607","2014-08-18T17:23:40.000Z","820",,
"125194","2014-08-21T04:57:15.000Z","2813",,
"229794","2014-08-23T00:35:53.000Z","4056","0","0"
"109654","2014-08-22T13:14:42.000Z","560",,
"217994","2014-08-30T03:07:43.000Z","2358","0","0"
"270016","2014-08-20T04:17:53.000Z","4293","0","0"
"192329","2014-08-19T20:41:43.000Z","3425","0","0"
"210771","2014-08-18T04:53:50.000Z","4043","0","0"
"208728","2014-08-17T06:10:13.000Z","3083","0","0"
"249944","2014-08-22T04:47:43.000Z","10991","0","0"
"215530","2014-08-24T03:10:09.000Z","6916","0","0"
"107457","2014-08-29T19:15:09.000Z","984",,
"206330","2014-08-21T07:59:46.000Z","3497","0","0"
"108709","2014-08-10T18:06:25.000Z","348",,
"193649","2014-08-10T23:42:40.000Z","6530","0","0"
"197924","2014-08-09T23:54:52.000Z","2267","0","0"
"205008","2014-08-16T06:47:57.000Z","3507","0","0"
"222516","2014-08-15T01:18:39.000Z","3118","0","0"
"111358","2014-08-16T21:45:56.000Z","1322",,
"128793","2014-08-27T00:38:32.000Z","1032",,
"109803","2014-08-15T14:45:59.000Z","467",,
"138001","2014-08-11T18:05:04.000Z","866",,
"137006","2014-08-12T00:49:32.000Z","1071",,
"115860","2014-08-14T19:57:31.000Z","460",,
"182444","2014-08-14T05:17:40.000Z","33182","0","0"
"111875","2014-08-05T17:20:28.000Z","493",,
"209312","2014-08-09T05:20:33.000Z","5881","0","0"
"174990","2014-08-02T18:50:10.000Z","2518","0","0"
"224331","2014-08-16T03:02:56.000Z","8405","0","0"
"81072","2014-07-29T19:27:39.000Z","259",,
"92555","2014-08-06T19:29:25.000Z","281",,
"162088","2014-08-17T14:47:39.000Z","1910",,
"204176","2014-07-27T17:57:06.000Z","4731","0","0"
"175095","2014-08-08T18:49:15.000Z","9482","0","0"
"76937","2014-08-03T20:07:38.000Z","310",,
"76036","2014-07-24T14:44:33.000Z","540",,
"163986","2014-07-21T19:13:04.000Z","7001","0","0"
"108581","2014-07-22T14:47:27.000Z","635",,
"204035","2014-08-07T14:17:51.000Z","4622","0","0"
"97127","2014-08-08T00:30:54.000Z","942",,
"172630","2014-07-13T19:45:04.000Z","4844","0","0"
"216649","2014-07-19T18:05:36.000Z","13042","0","0"
"180646","2014-07-15T21:25:21.000Z","5041","0","0"
"106890","2014-07-14T06:40:37.000Z","703",,
"165211","2014-07-12T15:34:56.000Z","3967","0","0"
"88807","2014-07-16T21:58:58.000Z","438",,
"165676","2014-07-17T22:20:58.000Z","3155","0","0"
"179694","2014-07-22T19:27:30.000Z","3153","0","0"
"183227","2014-08-06T14:30:02.000Z","3544","0","0"
"193469","2014-07-25T17:54:34.000Z","7108","0","0"
"193353","2014-06-26T18:17:38.000Z","6502","0","0"
"94057","2014-06-27T16:57:34.000Z","1127",,
"217616","2014-07-09T16:44:43.000Z","12732","0","0"
"71680","2014-07-10T16:11:55.000Z","392",,
"69053","2014-07-02T20:48:34.000Z","401",,
"158562","2014-06-30T17:22:36.000Z","2978","0","0"
"82753","2014-07-09T02:32:14.000Z","1947",,
"70070","2014-07-07T22:27:26.000Z","582",,
"165237","2014-07-05T02:48:58.000Z","7292",,
"235961","2014-08-13T04:52:14.000Z","11055","0","0"
"217147","2014-07-01T06:59:10.000Z","10613","0","0"
"99968","2014-07-30T23:32:33.000Z","850",,
"78014","2014-06-11T19:25:05.000Z","416",,
"88562","2014-06-18T19:00:12.000Z","562",,
"166155","2014-06-17T15:22:16.000Z","4249","0","0"
"139198","2014-06-17T19:01:32.000Z","3358",,
"64631","2014-06-21T18:11:37.000Z","133",,
"77844","2014-06-24T16:24:24.000Z","1489",,
"148744","2014-06-11T17:10:34.000Z","3464","0","0"
"174796","2014-06-20T00:08:36.000Z","6409","0","0"
"72159","2014-07-11T22:48:35.000Z","364",,
"67573","2014-06-15T20:27:01.000Z","296",,
"166410","2014-06-20T21:43:35.000Z","5323","0","0"
"234385","2014-06-13T15:24:51.000Z","17318","0","0"
"72851","2014-06-22T07:47:15.000Z","715",,
"66092","2014-06-09T16:09:24.000Z","581",,
"84502","2014-06-06T18:12:39.000Z","635",,
"172525","2014-06-01T17:15:52.000Z","7456","0","0"
"54697","2014-06-04T02:00:22.000Z","171",,
"155457","2014-06-03T17:52:17.000Z","7917","0","0"
"205396","2014-06-04T19:53:15.000Z","9969","0","0"
"41304","2014-05-30T18:05:51.000Z","69",,
"140958","2014-06-05T14:07:42.000Z","3137","0","0"
"158328","2014-05-30T23:02:52.000Z","7126","0","0"
"144837","2014-06-08T16:43:56.000Z","4366","0","0"
"78032","2014-06-15T00:16:58.000Z","1178",,
"285173","2014-05-24T18:16:42.000Z","30484","0","0"
"75589","2014-05-22T19:30:30.000Z","410",,
"45537","2014-05-28T17:38:55.000Z","114",,
"159887","2014-05-29T15:49:31.000Z","7542","0","0"
"45498","2014-05-16T19:43:19.000Z","724",,
"181555","2014-05-17T19:37:58.000Z","16713","0","0"
"140746","2014-05-27T22:00:46.000Z","2406","0","0"
"145737","2014-05-14T16:12:15.000Z","3214","0","0"
"140358","2014-05-19T21:44:57.000Z","1783","0","0"
"51053","2014-05-18T00:59:23.000Z","581",,
"138912","2014-05-10T18:45:53.000Z","3746","0","0"
"137803","2014-04-30T16:33:16.000Z","3768","0","0"
"73122","2014-05-02T00:30:24.000Z","576",,
"44853","2014-04-23T23:21:48.000Z","147",,
"41270","2014-05-06T03:19:29.000Z","462",,
"58743","2014-05-23T20:44:02.000Z","161",,
"147130","2014-05-04T14:57:32.000Z","2889","0","0"
"135715","2014-04-20T14:02:18.000Z","5647","0","0"
"42433","2014-05-07T02:01:05.000Z","152",,
"138296","2014-05-09T01:58:32.000Z","5276","0","0"
"50776","2014-05-13T19:33:42.000Z","149",,
"158684","2014-05-03T13:59:35.000Z","7611","0","0"
"52999","2014-04-19T21:57:01.000Z","327",,
"25974","2014-03-09T06:03:00.000Z","105",,
"28868","2014-04-05T17:33:32.000Z","70",,
"65108","2014-06-03T00:16:57.000Z","349",,
"32826","2014-03-20T16:08:26.000Z","122",,
"32992","2014-04-02T19:16:45.000Z","234",,
"36424","2014-04-11T19:11:50.000Z","311",,
"26440","2014-03-07T19:00:00.000Z","328",,
"28538","2014-04-04T17:18:41.000Z","57",,
"28021","2014-03-29T20:30:46.000Z","77",,
"81161","2014-05-31T22:52:11.000Z","806",,
"27480","2014-04-04T21:13:35.000Z","60",,
"28403","2014-03-05T17:33:43.000Z","112",,
"43684","2014-04-08T21:45:24.000Z","182",,
"36613","2014-03-11T23:37:53.000Z","235",,
"24132","2014-03-04T02:49:04.000Z","336",,
"26218","2014-03-01T14:20:56.000Z","104",,
"23884","2014-03-02T17:06:50.000Z","146",,
"29471","2014-02-27T14:47:15.000Z","227",,
"20941","2014-02-18T18:26:43.000Z","64",,
"26794","2014-02-14T17:21:14.000Z","1151",,
"35183","2014-03-03T17:33:24.000Z","253",,
"21781","2014-02-28T16:58:45.000Z","61",,
"22509","2014-02-23T22:13:25.000Z","143",,
"21736","2014-02-12T22:52:38.000Z","192",,
"18010","2014-02-09T21:44:41.000Z","100",,
"33030","2014-02-17T20:34:39.000Z","229",,
"98378","2014-01-27T19:35:12.000Z","802","0","0"
"27171","2014-02-07T08:09:33.000Z","299",,
"15559","2014-01-29T17:30:20.000Z","99",,
"17740","2014-02-04T07:31:47.000Z","81",,
"16912","2014-02-04T18:57:08.000Z","67",,
"15757","2014-02-01T23:46:29.000Z","122",,
"18422","2014-02-07T18:48:38.000Z","200",,
"24287","2014-02-04T23:33:04.000Z","1491",,
"23963","2014-02-05T20:37:08.000Z","140",,
"18961","2014-01-26T16:23:50.000Z","67",,
"27608","2014-02-25T22:43:24.000Z","74",,
"16808","2014-01-21T07:06:51.000Z","66",,
"23681","2014-01-18T18:16:38.000Z","306",,
"25582","2014-01-26T06:24:45.000Z","100",,
"15829","2014-01-17T22:55:13.000Z","56",,
"22845","2014-01-16T04:32:46.000Z","120",,
"17253","2014-01-03T21:17:20.000Z","576",,
"110829","2014-01-09T06:22:19.000Z","1597","0","0"
"93553","2014-01-25T15:01:41.000Z","725","0","0"
"125818","2014-01-14T22:00:30.000Z","3364","0","0"
"15230","2014-01-10T18:21:14.000Z","98",,
"20539","2014-01-01T21:33:43.000Z","605",,
"20064","2014-01-30T19:08:32.000Z","280",,
"17341","2014-01-31T00:58:53.000Z","61",,
"18101","2013-12-13T20:23:18.000Z","213",,
"18063","2013-12-22T06:15:21.000Z","112",,
"14699","2013-12-21T19:50:30.000Z","63",,
"16400","2013-12-19T21:41:54.000Z","318",,
"16449","2013-12-20T19:07:08.000Z","107",,
"14343","2013-12-24T19:47:51.000Z","76",,
"16302","2013-12-29T05:32:42.000Z","212",,
"18144","2013-12-12T21:01:02.000Z","141",,
"18705","2013-12-31T14:33:41.000Z","272",,
"11645","2013-12-18T00:44:42.000Z","213",,
"15231","2013-12-12T17:31:59.000Z","551",,
"13900","2013-12-22T20:27:01.000Z","107",,
"12075","2013-12-06T20:17:28.000Z","87",,
"12256","2013-10-30T22:17:31.000Z","90",,
"15397","2013-11-01T16:48:33.000Z","236",,
"14150","2013-10-30T14:03:32.000Z","119",,
"15637","2013-12-08T03:55:41.000Z","399",,
"10945","2013-12-03T19:46:54.000Z","43",,
"13084","2013-10-29T21:58:50.000Z","129",,
"10928","2013-12-01T22:58:25.000Z","62",,
"10701","2013-11-29T20:39:46.000Z","48",,
"13793","2013-11-01T04:53:53.000Z","298",,
"14043","2013-12-06T04:24:03.000Z","179",,
"13637","2013-11-02T07:11:02.000Z","137",,
"28715","2013-10-13T04:07:46.000Z","114",,
"92642","2013-10-10T15:12:49.000Z","1094","0","0"
"85594","2013-10-12T16:59:16.000Z","1335","0","0"
"10209","2013-10-26T20:12:01.000Z","47",,
"15964","2013-10-19T14:16:50.000Z","137",,
"15779","2013-10-28T16:48:31.000Z","225",,
"12691","2013-10-27T12:38:45.000Z","109",,
"9329","2013-10-16T22:01:28.000Z","31",,
"9814","2013-10-15T22:38:01.000Z","44",,
"16108","2013-10-14T10:14:53.000Z","97",,
"18017","2013-10-20T20:36:51.000Z","61",,
"16406","2013-12-11T02:15:11.000Z","151",,
"13653","2013-10-21T23:00:34.000Z","99",,
"16958","2013-10-09T19:39:46.000Z","54",,
"19021","2013-10-07T19:19:50.000Z","96",,
"83712","2013-09-16T20:12:28.000Z","2340","0","0"
"13431","2013-10-02T21:46:14.000Z","53",,
"89498","2013-09-27T12:31:58.000Z","2114","0","0"
"17425","2013-10-08T15:26:45.000Z","2133",,
"12455","2013-09-17T04:40:44.000Z","180",,
"85179","2013-09-12T16:19:37.000Z","2341","0","0"
"85202","2013-09-14T15:22:25.000Z","1147","0","0"
"12328","2013-08-11T11:40:57.000Z","147",,
"82920","2013-09-10T18:42:20.000Z","740","0","0"
"76398","2013-09-11T22:16:57.000Z","785","0","0"
"10277","2013-08-10T15:59:34.000Z","248",,
"90971","2013-09-09T23:51:45.000Z","1086","0","0"
"14240","2013-09-17T00:41:50.000Z","60",,
"10126","2013-08-13T22:39:07.000Z","74",,
"29808","2013-09-11T20:34:49.000Z","506",,
"10036","2013-08-22T19:58:02.000Z","88",,
"13297","2013-09-06T20:52:40.000Z","103",,
"13299","2013-09-23T18:50:34.000Z","110",,
"8128","2013-07-22T16:33:31.000Z","50",,
"8169","2013-08-02T00:18:41.000Z","44",,
"22116","2013-07-18T15:21:16.000Z","359",,
"6565","2013-07-20T18:30:59.000Z","36",,
"7525","2013-07-21T19:17:11.000Z","30",,
"11268","2013-07-31T21:18:51.000Z","104",,
"8053","2013-08-13T16:13:13.000Z","37",,
"6902","2013-07-19T02:51:13.000Z","36",,
"7428","2013-07-22T22:06:03.000Z","43",,
"11905","2013-08-01T00:23:21.000Z","48",,
